set: 0, left: 0, right: -0.0012401
set: 0.351999, left: -0.0012401, right: 0

set: 0.352999, left: -0.0012401, right: 0

set: 0.353999, left: -0.0012401, right: 0.000826735

set: 0.354999, left: 0, right: 0.000826735

set: 0.355999, left: 0, right: 0.000826735

set: 0.356999, left: 0, right: 0.000826735

set: 0.357999, left: 0, right: 0.000826735

set: 0.358999, left: 0, right: 0.000826735

set: 0.361999, left: 0, right: -0.0012401

set: 0.362999, left: 0, right: -0.0012401

set: 0.390999, left: 0, right: 0.000826735

set: 0.391998, left: 0, right: 0.000826735

set: 0.392998, left: -0.0012401, right: 0.000826735

set: 0.393998, left: -0.0012401, right: 0.000826735

set: 0.394998, left: -0.00206684, right: 0.000826735

set: 0.395998, left: -0.00206684, right: 0.000826735

set: 0.396998, left: -0.0012401, right: 0

set: 0.397998, left: -0.0012401, right: 0

set: 0.398998, left: -0.0012401, right: 0

set: 0.399998, left: -0.0012401, right: -0.0012401

set: 0.400998, left: -0.0012401, right: 0

set: 0.401998, left: -0.0012401, right: 0

set: 0.402998, left: -0.0012401, right: 0

set: 0.403998, left: -0.0012401, right: 0

set: 0.404998, left: -0.0012401, right: 0

set: 0.405998, left: -0.0012401, right: 0

set: 0.406998, left: -0.0012401, right: 0

set: 0.407998, left: -0.0012401, right: 0

set: 0.417998, left: -0.0012401, right: 0

set: 0.418998, left: -0.0012401, right: 0

set: 0.419998, left: -0.0012401, right: 0

set: 0.420998, left: -0.00206684, right: 0

set: 0.421998, left: -0.0012401, right: 0

set: 0.422998, left: -0.0012401, right: 0

set: 0.423998, left: -0.0012401, right: 0.000826735

set: 0.424998, left: -0.0012401, right: 0.000826735

set: 0.425998, left: -0.0012401, right: 0.000826735

set: 0.426998, left: -0.0012401, right: 0.000826735

set: 0.427998, left: -0.0012401, right: 0.000826735

set: 0.428998, left: -0.0012401, right: 0.000826735

set: 0.429998, left: -0.0012401, right: 0.000826735

set: 0.430998, left: -0.0012401, right: 0

set: 0.432998, left: 0, right: -0.0012401

set: 0.448998, left: -0.0012401, right: 0

set: 0.449998, left: -0.0012401, right: 0

set: 0.450998, left: -0.0012401, right: 0

set: 0.451998, left: -0.00206684, right: 0

set: 0.452998, left: -0.0012401, right: 0

set: 0.453998, left: -0.0012401, right: 0

set: 0.454998, left: -0.0012401, right: 0

set: 0.455998, left: -0.0012401, right: 0

set: 0.456998, left: -0.0012401, right: 0

set: 0.457998, left: -0.0012401, right: 0

set: 0.458998, left: -0.0012401, right: 0

set: 0.459998, left: -0.0012401, right: 0

set: 0.460998, left: -0.0012401, right: 0

set: 0.461998, left: -0.0012401, right: 0

set: 0.462998, left: -0.0012401, right: 0

set: 0.463998, left: -0.0012401, right: 0

set: 0.464998, left: -0.0012401, right: 0

set: 0.465998, left: -0.0012401, right: 0

set: 0.466998, left: -0.0012401, right: 0

set: 0.467998, left: -0.0012401, right: 0

set: 0.468998, left: -0.0012401, right: 0

set: 0.469997, left: 0, right: 0.000826735

set: 0.470997, left: 0, right: 0.000826735

set: 0.471997, left: 0, right: 0.000826735

set: 0.472997, left: 0, right: 0.000826735

set: 0.473997, left: 0, right: 0.000826735

set: 0.474997, left: 0, right: 0.000826735

set: 0.475997, left: 0, right: 0.000826735

set: 0.476997, left: -0.0012401, right: 0.000826735

set: 0.477997, left: -0.0012401, right: 0.000826735

set: 0.478997, left: -0.00206684, right: 0.000826735

set: 0.479997, left: -0.00206684, right: 0.000826735

set: 0.480997, left: -0.0012401, right: 0

set: 0.481997, left: -0.0012401, right: -0.0012401

set: 0.482997, left: -0.0012401, right: -0.0012401

set: 0.483997, left: -0.0012401, right: -0.0012401

set: 0.484997, left: -0.0012401, right: 0

set: 0.485997, left: -0.0012401, right: 0

set: 0.486997, left: -0.0012401, right: 0

set: 0.487997, left: -0.0012401, right: 0

set: 0.488997, left: -0.0012401, right: 0

set: 0.489997, left: -0.0012401, right: 0

set: 0.490997, left: -0.0012401, right: 0

set: 0.491997, left: -0.0012401, right: 0

set: 0.492997, left: -0.0012401, right: 0

set: 0.493997, left: -0.0012401, right: 0

set: 0.494997, left: -0.0012401, right: 0

set: 0.495997, left: -0.0012401, right: 0

set: 0.496997, left: -0.0012401, right: 0

set: 0.497997, left: -0.0012401, right: 0

set: 0.498997, left: -0.0012401, right: 0

set: 0.499997, left: -0.0012401, right: 0

set: 0.500997, left: -0.0012401, right: 0

set: 0.501997, left: -0.0012401, right: 0

set: 0.502997, left: -0.0012401, right: 0

set: 0.503997, left: -0.0012401, right: 0

set: 0.504997, left: -0.0012401, right: 0

set: 0.505997, left: -0.0012401, right: 0

set: 0.506997, left: -0.0012401, right: 0

set: 0.507997, left: -0.0012401, right: 0.000826735

set: 0.508997, left: -0.0012401, right: 0.000826735

set: 0.509997, left: -0.0012401, right: 0.000826735

set: 0.510997, left: -0.0012401, right: 0.000826735

set: 0.511997, left: -0.0012401, right: 0.000826735

set: 0.512997, left: -0.0012401, right: 0.000826735

set: 0.513997, left: -0.0012401, right: 0.000826735

set: 0.514997, left: -0.0012401, right: 0.000826735

set: 0.515997, left: -0.0012401, right: 0

set: 0.516997, left: -0.0012401, right: 0

set: 0.517997, left: -0.0012401, right: 0

set: 0.518997, left: -0.0012401, right: -0.0012401

set: 0.519997, left: -0.00206684, right: -0.0012401

set: 0.520997, left: -0.00206684, right: 0

set: 0.521997, left: -0.00289357, right: 0

set: 0.522997, left: -0.00289357, right: 0

set: 0.523997, left: -0.00372031, right: 0

set: 0.524997, left: -0.00372031, right: 0

set: 0.525997, left: -0.00372031, right: 0

set: 0.526997, left: -0.00454704, right: 0

set: 0.527997, left: -0.00372031, right: 0

set: 0.528997, left: -0.00372031, right: 0

set: 0.529997, left: -0.00372031, right: 0

set: 0.530997, left: -0.00372031, right: 0

set: 0.531997, left: -0.00454704, right: 0

set: 0.532997, left: -0.00537378, right: 0

set: 0.533997, left: -0.00537378, right: 0

set: 0.534997, left: -0.00620051, right: 0

set: 0.535997, left: -0.00620051, right: 0

set: 0.536997, left: -0.00702725, right: 0

set: 0.537997, left: -0.00785398, right: 0

set: 0.538997, left: -0.00868072, right: 0

set: 0.539997, left: -0.00992082, right: 0

set: 0.540997, left: -0.00992082, right: 0

set: 0.541997, left: -0.0115743, right: 0

set: 0.542997, left: -0.0115743, right: 0

set: 0.543997, left: -0.0132278, right: 0

set: 0.544997, left: -0.0148812, right: 0

set: 0.545997, left: -0.0148812, right: 0.000826735

set: 0.546997, left: -0.0173614, right: 0.000826735

set: 0.547997, left: -0.0181882, right: 0.000826735

set: 0.548997, left: -0.0194283, right: 0.000826735

set: 0.549996, left: -0.0210817, right: 0.000826735

set: 0.550996, left: -0.0227352, right: 0.000826735

set: 0.551996, left: -0.0235619, right: 0.000826735

set: 0.552996, left: -0.0260422, right: 0.000826735

set: 0.553996, left: -0.0276956, right: 0.000826735

set: 0.554996, left: -0.0297625, right: 0.000826735

set: 0.555996, left: -0.0330694, right: 0.000826735

set: 0.556996, left: -0.0355496, right: 0.000826735

set: 0.557996, left: -0.0384432, right: 0.000826735

set: 0.558996, left: -0.0417501, right: 0

set: 0.559996, left: -0.0425768, right: -0.0012401

set: 0.560996, left: -0.0442303, right: -0.0012401

set: 0.561996, left: -0.0458838, right: 0

set: 0.562996, left: -0.0471239, right: 0

set: 0.563996, left: -0.0496041, right: 0

set: 0.564996, left: -0.0496041, right: 0

set: 0.565996, left: -0.0496041, right: 0

set: 0.566996, left: -0.0487774, right: 0

set: 0.567996, left: -0.0487774, right: 0

set: 0.568996, left: -0.0496041, right: 0

set: 0.569996, left: -0.0512576, right: 0

set: 0.570996, left: -0.0520843, right: 0

set: 0.571996, left: -0.0537378, right: 0

set: 0.572996, left: -0.0566313, right: 0

set: 0.573996, left: -0.0599383, right: 0

set: 0.574996, left: -0.064072, right: 0

set: 0.575996, left: -0.0677923, right: 0

set: 0.576996, left: -0.0710992, right: 0

set: 0.577996, left: -0.0727527, right: 0

set: 0.578996, left: -0.0735794, right: 0

set: 0.579996, left: -0.0735794, right: 0

set: 0.580996, left: -0.0744061, right: 0

set: 0.581996, left: -0.0744061, right: 0

set: 0.582996, left: -0.0756463, right: 0

set: 0.583996, left: -0.0781265, right: 0

set: 0.584996, left: -0.0806067, right: 0

set: 0.585996, left: -0.0851537, right: 0

set: 0.586996, left: -0.0901141, right: 0

set: 0.587996, left: -0.0938344, right: 0.000826735

set: 0.588996, left: -0.0938344, right: 0.000826735

set: 0.589996, left: -0.0925943, right: 0.000826735

set: 0.590996, left: -0.0909408, right: 0.000826735

set: 0.591996, left: -0.0892874, right: 0.000826735

set: 0.592996, left: -0.0925943, right: 0.000826735

set: 0.593996, left: -0.0971414, right: 0.000826735

set: 0.594996, left: -0.102102, right: 0.000826735

set: 0.595996, left: -0.107476, right: 0.000826735

set: 0.596996, left: -0.108302, right: 0.000826735

set: 0.597996, left: -0.107476, right: 0

set: 0.598996, left: -0.105822, right: 0

set: 0.599996, left: -0.102102, right: -0.0012401

set: 0.600996, left: -0.102102, right: -0.0012401

set: 0.601996, left: -0.106649, right: 0

set: 0.602996, left: -0.110782, right: 0

set: 0.603996, left: -0.11781, right: 0

set: 0.604996, left: -0.12029, right: 0

set: 0.605996, left: -0.119463, right: 0

set: 0.606996, left: -0.11533, right: 0

set: 0.607996, left: -0.11533, right: 0

set: 0.608996, left: -0.118636, right: 0

set: 0.609996, left: -0.121117, right: 0

set: 0.610996, left: -0.124837, right: 0

set: 0.611996, left: -0.125664, right: 0

set: 0.612996, left: -0.12401, right: 0

set: 0.613996, left: -0.122357, right: 0

set: 0.614996, left: -0.122357, right: 0

set: 0.615996, left: -0.131864, right: 0

set: 0.616996, left: -0.136825, right: 0

set: 0.617996, left: -0.137651, right: 0.000826735

set: 0.618996, left: -0.135998, right: 0.000826735

set: 0.619996, left: -0.133518, right: 0.000826735

set: 0.620996, left: -0.136825, right: 0.000826735

set: 0.621996, left: -0.144679, right: 0.000826735

set: 0.622996, left: -0.151706, right: 0.000826735

set: 0.623996, left: -0.155013, right: 0.000826735

set: 0.624996, left: -0.152533, right: 0.000826735

set: 0.625996, left: -0.147159, right: 0.000826735

set: 0.626996, left: -0.143852, right: 0.000826735

set: 0.627995, left: -0.146332, right: 0.000826735

set: 0.628995, left: -0.152533, right: 0.000826735

set: 0.629995, left: -0.15584, right: 0.000826735

set: 0.630995, left: -0.155013, right: 0.000826735

set: 0.631995, left: -0.15832, right: 0.000826735

set: 0.632995, left: -0.163694, right: 0.000826735

set: 0.633995, left: -0.165347, right: 0.000826735

set: 0.634995, left: -0.165347, right: 0.000826735

set: 0.635995, left: -0.15832, right: 0.000826735

set: 0.636995, left: -0.154186, right: 0.000826735

set: 0.637995, left: -0.155013, right: 0.000826735

set: 0.638995, left: -0.160387, right: 0.000826735

set: 0.639995, left: -0.167, right: 0.000826735

set: 0.640995, left: -0.170721, right: 0.000826735

set: 0.641995, left: -0.174028, right: 0.000826735

set: 0.642995, left: -0.180228, right: 0.000826735

set: 0.643995, left: -0.188082, right: 0.000826735

set: 0.644995, left: -0.185189, right: 0.000826735

set: 0.645995, left: -0.176508, right: 0.000826735

set: 0.646995, left: -0.170721, right: 0.000826735

set: 0.647995, left: -0.171548, right: 0.000826735

set: 0.648995, left: -0.173201, right: 0.000826735

set: 0.649995, left: -0.175681, right: 0.000826735

set: 0.650995, left: -0.178575, right: 0.00165347

set: 0.651995, left: -0.185189, right: 0.00165347

set: 0.652995, left: -0.192216, right: 0.00165347

set: 0.653995, left: -0.194696, right: 0.00165347

set: 0.654995, left: -0.194696, right: 0.00165347

set: 0.655995, left: -0.188909, right: 0.00165347

set: 0.656995, left: -0.191389, right: 0.00165347

set: 0.657995, left: -0.193043, right: 0.00165347

set: 0.658995, left: -0.193869, right: 0.0024802

set: 0.659995, left: -0.20007, right: 0.0024802

set: 0.660995, left: -0.207097, right: 0.0024802

set: 0.661995, left: -0.211231, right: 0.0024802

set: 0.662995, left: -0.213711, right: 0.0024802

set: 0.663995, left: -0.209577, right: 0.0024802

set: 0.664995, left: -0.20503, right: 0.00413367

set: 0.665995, left: -0.203377, right: 0.00413367

set: 0.666995, left: -0.199243, right: 0.00496041

set: 0.667995, left: -0.20627, right: 0.00496041

set: 0.668995, left: -0.213711, right: 0.00413367

set: 0.669995, left: -0.221565, right: 0.00496041

set: 0.670995, left: -0.226112, right: 0.00578714

set: 0.671995, left: -0.223218, right: 0.00661388

set: 0.672995, left: -0.219912, right: 0.00744061

set: 0.673995, left: -0.216605, right: 0.00744061

set: 0.674995, left: -0.213711, right: 0.00826735

set: 0.675995, left: -0.217431, right: 0.00950745

set: 0.676995, left: -0.220738, right: 0.0103342

set: 0.677995, left: -0.226112, right: 0.0119877

set: 0.678995, left: -0.229419, right: 0.0128144

set: 0.679995, left: -0.227765, right: 0.0136411

set: 0.680995, left: -0.227765, right: 0.0169481

set: 0.681995, left: -0.226112, right: 0.0177748

set: 0.682995, left: -0.226112, right: 0.0206684

set: 0.683995, left: -0.232726, right: 0.0223218

set: 0.684995, left: -0.232726, right: 0.0239753

set: 0.685995, left: -0.243473, right: 0.0264555

set: 0.686995, left: -0.241407, right: 0.0293491

set: 0.687995, left: -0.24058, right: 0.0318293

set: 0.688995, left: -0.238926, right: 0.0343095

set: 0.689995, left: -0.239753, right: 0.0380298

set: 0.690995, left: -0.24058, right: 0.0413367

set: 0.691995, left: -0.245127, right: 0.0429902

set: 0.692995, left: -0.252981, right: 0.0491907

set: 0.693995, left: -0.257941, right: 0.0516709

set: 0.694995, left: -0.256288, right: 0.0533244

set: 0.695995, left: -0.247607, right: 0.0533244

set: 0.696995, left: -0.247607, right: 0.0578714

set: 0.697995, left: -0.250087, right: 0.0586982

set: 0.698995, left: -0.259595, right: 0.0586982

set: 0.699995, left: -0.265795, right: 0.0595249

set: 0.700995, left: -0.261248, right: 0.0586982

set: 0.701995, left: -0.257941, right: 0.0595249

set: 0.702995, left: -0.255461, right: 0.0611784

set: 0.703995, left: -0.253808, right: 0.0644853

set: 0.704994, left: -0.257115, right: 0.0690324

set: 0.705994, left: -0.267449, right: 0.0739928

set: 0.706994, left: -0.275303, right: 0.0880473

set: 0.707994, left: -0.272823, right: 0.0880473

set: 0.708994, left: -0.268275, right: 0.093421

set: 0.709994, left: -0.262488, right: 0.092181

set: 0.710994, left: -0.264969, right: 0.0897007

set: 0.711994, left: -0.276956, right: 0.0847403

set: 0.712994, left: -0.280677, right: 0.0818468

set: 0.713994, left: -0.280677, right: 0.08102

set: 0.714994, left: -0.28481, right: 0.0847403

set: 0.715994, left: -0.280677, right: 0.0913542

set: 0.716994, left: -0.27861, right: 0.0975547

set: 0.717994, left: -0.283983, right: 0.102929

set: 0.718994, left: -0.288117, right: 0.102929

set: 0.719994, left: -0.28729, right: 0.0992082

set: 0.720994, left: -0.288117, right: 0.0983815

set: 0.721994, left: -0.280677, right: 0.0992082

set: 0.722994, left: -0.281503, right: 0.112436

set: 0.723994, left: -0.286464, right: 0.11905

set: 0.724994, left: -0.286464, right: 0.123597

set: 0.725994, left: -0.292664, right: 0.121943

set: 0.726994, left: -0.302172, right: 0.114916

set: 0.727994, left: -0.298451, right: 0.109542

set: 0.728994, left: -0.299691, right: 0.106235

set: 0.729994, left: -0.301345, right: 0.108716

set: 0.730994, left: -0.295971, right: 0.11657

set: 0.731994, left: -0.302998, right: 0.12525

set: 0.732994, left: -0.307959, right: 0.132278

set: 0.733994, left: -0.298451, right: 0.133104

set: 0.734994, left: -0.299691, right: 0.129384

set: 0.735994, left: -0.298451, right: 0.129384

set: 0.736994, left: -0.315813, right: 0.138065

set: 0.737994, left: -0.323667, right: 0.146745

set: 0.738994, left: -0.315813, right: 0.149639

set: 0.739994, left: -0.314986, right: 0.146745

set: 0.740994, left: -0.306305, right: 0.140958

set: 0.741994, left: -0.300518, right: 0.140958

set: 0.742994, left: -0.314159, right: 0.146745

set: 0.743994, left: -0.316639, right: 0.152119

set: 0.744994, left: -0.315813, right: 0.153773

set: 0.745994, left: -0.314159, right: 0.149639

set: 0.746994, left: -0.318706, right: 0.145092

set: 0.747994, left: -0.330694, right: 0.150466

set: 0.748994, left: -0.329867, right: 0.159973

set: 0.749994, left: -0.332347, right: 0.166587

set: 0.750994, left: -0.329867, right: 0.167414

set: 0.751994, left: -0.316639, right: 0.159146

set: 0.752994, left: -0.32532, right: 0.155426

set: 0.753994, left: -0.329867, right: 0.164107

set: 0.754994, left: -0.335654, right: 0.171961

set: 0.755994, left: -0.345162, right: 0.175268

set: 0.756994, left: -0.332347, right: 0.173614

set: 0.757994, left: -0.333174, right: 0.176921

set: 0.758994, left: -0.334828, right: 0.183122

set: 0.759994, left: -0.333174, right: 0.185602

set: 0.760994, left: -0.337721, right: 0.182295

set: 0.761994, left: -0.336895, right: 0.176095

set: 0.762994, left: -0.343508, right: 0.176921

set: 0.763994, left: -0.341028, right: 0.179815

set: 0.764994, left: -0.351362, right: 0.179815

set: 0.765994, left: -0.351362, right: 0.178988

set: 0.766994, left: -0.344335, right: 0.192629

set: 0.767994, left: -0.351362, right: 0.192629

set: 0.768994, left: -0.348882, right: 0.204617

set: 0.769994, left: -0.360043, right: 0.194283

set: 0.770994, left: -0.361697, right: 0.184775

set: 0.771994, left: -0.353843, right: 0.186842

